Number One, Number Two, Their GCD, Time Spent (Milliseconds)
 756       , 184       , 2        , 0.01                     
 733       , 325       , 325      , 0.025                    
 189       , 821       , 189      , 0.018000000000000002     
 148       , 680       , 2        , 0.014                    
 852       , 886       , 2        , 0.08                     
 801       , 59        , 59       , 0.008                    
 258       , 602       , 2        , 0.041                    
 195       , 273       , 3        , 0.017                    
 499       , 659       , 499      , 0.047                    
 548       , 463       , 463      , 0.04                     
 41        , 510       , 41       , 0.005                    
 785       , 209       , 209      , 0.017                    
 696       , 532       , 2        , 0.046                    
 442       , 139       , 139      , 0.017                    
 36        , 441       , 3        , 0.005                    
 633       , 261       , 3        , 0.020999999999999998     
 771       , 259       , 259      , 0.02                     
 491       , 625       , 491      , 0.043000000000000003     
 728       , 477       , 477      , 0.033                    
 150       , 874       , 2        , 0.007                    
 670       , 996       , 2        , 0.036000000000000004     
 507       , 336       , 3        , 0.02                     
 737       , 274       , 274      , 0.012                    
 978       , 131       , 131      , 0.007                    
 28        , 119       , 7        , 0.003                    
 294       , 607       , 294      , 0.014                    
 732       , 735       , 3        , 0.044                    
 985       , 830       , 5        , 0.039                    
 211       , 815       , 211      , 0.016                    
 656       , 246       , 2        , 0.012                    
 332       , 460       , 2        , 0.016                    
 201       , 672       , 3        , 0.009000000000000001     
 267       , 137       , 137      , 0.007                    
 781       , 657       , 657      , 0.039                    
 575       , 832       , 575      , 0.027                    
 213       , 31        , 31       , 0.004                    
 374       , 389       , 374      , 0.025                    
 683       , 786       , 683      , 0.034999999999999996     
 696       , 839       , 696      , 0.037                    
 621       , 34        , 34       , 0.005                    
 324       , 955       , 324      , 0.016                    
 466       , 40        , 2        , 0.003                    
 44        , 3         , 3        , 0.001                    
 501       , 52        , 52       , 0.003                    
 395       , 240       , 5        , 0.011                    
 991       , 39        , 39       , 0.002                    
 181       , 547       , 181      , 0.009000000000000001     
 504       , 350       , 2        , 0.025                    
 729       , 35        , 35       , 0.002                    
 878       , 480       , 2        , 0.022                    
 362       , 221       , 221      , 0.011                    
 768       , 52        , 2        , 0.004                    
 706       , 717       , 706      , 0.041999999999999996     
 916       , 151       , 151      , 0.007                    
 714       , 716       , 2        , 0.034                    
 403       , 577       , 403      , 0.049                    
 40        , 802       , 2        , 0.004                    
 875       , 917       , 7        , 0.053                    
 577       , 389       , 389      , 0.019                    
 771       , 638       , 638      , 0.030000000000000002     
 970       , 479       , 479      , 0.031                    
 535       , 810       , 5        , 0.026                    
 381       , 794       , 381      , 0.018000000000000002     
 162       , 581       , 162      , 0.011                    
 826       , 805       , 7        , 0.041999999999999996     
 791       , 823       , 791      , 0.045000000000000005     
 255       , 963       , 3        , 0.012                    
 219       , 54        , 3        , 0.004                    
 86        , 552       , 2        , 0.005                    
 537       , 312       , 3        , 0.015000000000000001     
 841       , 211       , 211      , 0.01                     
 164       , 871       , 164      , 0.009000000000000001     
 913       , 432       , 432      , 0.025                    
 586       , 806       , 2        , 0.028                    
 746       , 962       , 2        , 0.044                    
 989       , 759       , 23       , 0.036000000000000004     
 786       , 708       , 2        , 0.041999999999999996     
 801       , 223       , 223      , 0.011                    
 931       , 548       , 548      , 0.025                    
 249       , 507       , 3        , 0.016                    
 261       , 454       , 261      , 0.016                    
 198       , 616       , 2        , 0.01                     
 933       , 577       , 577      , 0.027                    
 934       , 338       , 2        , 0.02                     
 324       , 989       , 324      , 0.017                    
 247       , 829       , 247      , 0.012                    
 523       , 834       , 523      , 0.025                    
 560       , 32        , 2        , 0.003                    
 102       , 740       , 2        , 0.005                    
 877       , 113       , 113      , 0.012                    
 827       , 394       , 394      , 0.018000000000000002     
 526       , 791       , 526      , 0.025                    
 357       , 376       , 357      , 0.017                    
 740       , 138       , 2        , 0.013                    
 499       , 547       , 499      , 0.024                    
 964       , 433       , 433      , 0.02                     
 115       , 374       , 115      , 0.005                    
 63        , 848       , 63       , 0.003                    
 694       , 628       , 2        , 0.037                    
 216       , 786       , 2        , 0.01                     
 574       , 277       , 277      , 0.013                    
 213       , 724       , 213      , 0.01                     
 178       , 771       , 178      , 0.016                    
 573       , 46        , 46       , 0.004                    
 547       , 86        , 86       , 0.004                    
 176       , 990       , 2        , 0.008                    
 488       , 622       , 2        , 0.023                    
 561       , 808       , 561      , 0.027                    
 628       , 807       , 628      , 0.038                    
 948       , 942       , 2        , 0.049                    
 179       , 966       , 179      , 0.008                    
 300       , 496       , 2        , 0.014                    
 121       , 708       , 121      , 0.006                    
 758       , 152       , 2        , 0.007                    
 615       , 385       , 5        , 0.018000000000000002     
 719       , 409       , 409      , 0.028                    
 145       , 509       , 145      , 0.008                    
 41        , 339       , 41       , 0.002                    
 719       , 199       , 199      , 0.009000000000000001     
 923       , 164       , 164      , 0.008                    
 298       , 551       , 298      , 0.014                    
 46        , 301       , 46       , 0.003                    
 355       , 243       , 243      , 0.012                    
 787       , 856       , 787      , 0.037                    
 578       , 490       , 2        , 0.023                    
 311       , 155       , 155      , 0.007                    
 216       , 400       , 2        , 0.011                    
 705       , 660       , 3        , 0.031                    
 112       , 335       , 112      , 0.007                    
 193       , 944       , 193      , 0.015000000000000001     
 904       , 245       , 245      , 0.011                    
 243       , 813       , 3        , 0.011                    
 372       , 837       , 3        , 0.018000000000000002     
 81        , 738       , 3        , 0.005                    
 351       , 16        , 16       , 0.002                    
 624       , 937       , 624      , 0.030000000000000002     
 318       , 584       , 2        , 0.015000000000000001     
 535       , 691       , 535      , 0.025                    
 759       , 567       , 3        , 0.027                    
 532       , 672       , 2        , 0.026                    
 769       , 715       , 715      , 0.033                    
 359       , 480       , 359      , 0.016                    
 897       , 743       , 743      , 0.034999999999999996     
 875       , 399       , 7        , 0.019                    
 513       , 426       , 3        , 0.02                     
 913       , 340       , 340      , 0.016                    
 764       , 575       , 575      , 0.034                    
 303       , 142       , 142      , 0.009000000000000001     
 240       , 793       , 240      , 0.012                    
 26        , 569       , 26       , 0.002                    
 209       , 787       , 209      , 0.01                     
 943       , 369       , 41       , 0.017                    
 831       , 672       , 3        , 0.032                    
 915       , 971       , 915      , 0.043000000000000003     
 427       , 231       , 7        , 0.011                    
 119       , 391       , 17       , 0.006                    
 356       , 8         , 2        , 0.001                    
 941       , 80        , 80       , 0.004                    
 200       , 800       , 2        , 0.01                     
 827       , 568       , 568      , 0.027                    
 150       , 952       , 2        , 0.008                    
 818       , 861       , 818      , 0.039                    
 385       , 852       , 385      , 0.02                     
 97        , 663       , 97       , 0.005                    
 514       , 933       , 514      , 0.024                    
 172       , 257       , 172      , 0.008                    
 273       , 572       , 13       , 0.012                    
 705       , 506       , 506      , 0.023                    
 298       , 188       , 2        , 0.009000000000000001     
 836       , 684       , 2        , 0.033                    
 994       , 138       , 2        , 0.007                    
 733       , 69        , 69       , 0.004                    
 519       , 109       , 109      , 0.005                    
 838       , 490       , 2        , 0.023                    
 531       , 306       , 3        , 0.014                    
 430       , 107       , 107      , 0.006                    
 329       , 878       , 329      , 0.015000000000000001     
 527       , 592       , 527      , 0.025                    
 778       , 525       , 525      , 0.025                    
 474       , 421       , 421      , 0.02                     
 890       , 593       , 593      , 0.028                    
 438       , 252       , 2        , 0.011                    
 495       , 134       , 134      , 0.007                    
 847       , 781       , 11       , 0.037                    
 751       , 337       , 337      , 0.016                    
 764       , 711       , 711      , 0.041999999999999996     
 199       , 365       , 199      , 0.009000000000000001     
 922       , 821       , 821      , 0.039                    
 258       , 898       , 2        , 0.012                    
 565       , 220       , 5        , 0.011                    
 283       , 575       , 283      , 0.015000000000000001     
 197       , 269       , 197      , 0.009000000000000001     
 988       , 896       , 2        , 0.043000000000000003     
 103       , 467       , 103      , 0.005                    
 795       , 476       , 476      , 0.022                    
 954       , 281       , 281      , 0.013                    
 400       , 338       , 2        , 0.016                    
 716       , 268       , 2        , 0.012                    
 674       , 274       , 2        , 0.013                    
 814       , 805       , 805      , 0.039                    
 380       , 636       , 2        , 0.018000000000000002     
 141       , 210       , 3        , 0.007                    
 514       , 352       , 2        , 0.016                    
 844       , 295       , 295      , 0.013                    
 771       , 571       , 571      , 0.027                    
 39        , 682       , 39       , 0.002                    
 683       , 113       , 113      , 0.005                    
 913       , 10        , 10       , 0.001                    
 696       , 542       , 2        , 0.027                    
 527       , 303       , 303      , 0.014                    
 478       , 507       , 478      , 0.023                    
 654       , 744       , 2        , 0.031                    
 177       , 813       , 3        , 0.01                     
 503       , 534       , 503      , 0.024                    
 68        , 6         , 2        , 0.001                    
 649       , 192       , 192      , 0.009000000000000001     
 69        , 548       , 69       , 0.004                    
 753       , 882       , 3        , 0.034999999999999996     
 987       , 603       , 3        , 0.028                    
 195       , 441       , 3        , 0.009000000000000001     
 372       , 17        , 17       , 0.001                    
 970       , 730       , 2        , 0.034999999999999996     
 795       , 860       , 5        , 0.038                    
 428       , 703       , 428      , 0.02                     
 476       , 22        , 2        , 0.002                    
 342       , 68        , 2        , 0.004                    
 519       , 431       , 431      , 0.02                     
 838       , 143       , 143      , 0.007                    
 835       , 643       , 643      , 0.031                    
 877       , 5         , 5        , 0.001                    
 424       , 633       , 424      , 0.02                     
 767       , 287       , 287      , 0.013                    
 465       , 443       , 443      , 0.020999999999999998     
 749       , 493       , 493      , 0.023                    
 602       , 801       , 602      , 0.029                    
 978       , 907       , 907      , 0.043000000000000003     
 507       , 994       , 507      , 0.023                    
 503       , 976       , 503      , 0.023                    
 852       , 493       , 493      , 0.024                    
 612       , 654       , 2        , 0.030000000000000002     
 670       , 356       , 2        , 0.017                    
 729       , 702       , 3        , 0.034                    
 769       , 662       , 662      , 0.031                    
 606       , 614       , 2        , 0.029                    
 73        , 101       , 73       , 0.004                    
 878       , 512       , 2        , 0.023                    
 690       , 79        , 79       , 0.004                    
 54        , 760       , 2        , 0.003                    
 267       , 975       , 3        , 0.013                    
 58        , 145       , 29       , 0.003                    
 490       , 986       , 2        , 0.023                    
 910       , 269       , 269      , 0.013                    
 45        , 914       , 45       , 0.002                    
 396       , 896       , 2        , 0.019                    
 646       , 685       , 646      , 0.033                    
 986       , 811       , 811      , 0.044                    
 350       , 688       , 2        , 0.017                    
 504       , 998       , 2        , 0.06999999999999999      
 552       , 312       , 2        , 0.026                    
 147       , 741       , 3        , 0.012                    
 680       , 113       , 113      , 0.006                    
 630       , 53        , 53       , 0.004                    
 605       , 573       , 573      , 0.027                    
 209       , 36        , 36       , 0.003                    
 154       , 864       , 2        , 0.008                    
 822       , 2         , 2        , 0.001                    
 767       , 610       , 610      , 0.028                    
 396       , 796       , 2        , 0.019                    
 287       , 695       , 287      , 0.013                    
 623       , 840       , 7        , 0.029                    
 895       , 197       , 197      , 0.009000000000000001     
 818       , 727       , 727      , 0.034                    
 926       , 585       , 585      , 0.028                    
 937       , 179       , 179      , 0.009000000000000001     
 796       , 260       , 2        , 0.012                    
 964       , 4         , 2        , 0.001                    
 464       , 56        , 2        , 0.004                    
 711       , 562       , 562      , 0.026                    
 825       , 696       , 3        , 0.033                    
 473       , 102       , 102      , 0.005                    
 818       , 825       , 818      , 0.039                    
 883       , 423       , 423      , 0.02                     
 512       , 620       , 2        , 0.024                    
 13        , 2         , 2        , 0.001                    
 351       , 561       , 3        , 0.017                    
 626       , 724       , 2        , 0.030000000000000002     
 957       , 706       , 706      , 0.033                    
 535       , 102       , 102      , 0.005                    
 622       , 429       , 429      , 0.02                     
 956       , 382       , 2        , 0.018000000000000002     
 518       , 126       , 2        , 0.006                    
 946       , 580       , 2        , 0.028                    
 424       , 399       , 399      , 0.019                    
 942       , 459       , 3        , 0.020999999999999998     
 871       , 42        , 42       , 0.003                    
